Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:19,2021-03-16 15:09:20,1.100s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 89.0.4389.90,,,2021-03-16 15:09:20,2021-03-16 15:09:21,0.988s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicaid""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:21,2021-03-16 15:09:21,0.579s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:21,2021-03-16 15:09:22,0.389s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_16""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:22,2021-03-16 15:09:22,0.450s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""test"")",Chrome 89.0.4389.90,,,2021-03-16 15:09:22,2021-03-16 15:09:23,0.927s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:23,2021-03-16 15:09:24,0.883s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 89.0.4389.90,,,2021-03-16 15:09:24,2021-03-16 15:09:24,0.299s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 89.0.4389.90,,,2021-03-16 15:09:24,2021-03-16 15:09:25,0.775s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-16 15:09:25,2021-03-16 15:09:25,0.103s,PASSED
